BoroName,BoroCode,BoroCD,CounDist,AssemDist,StSenDist,CongDist,StopName,Corner,BusStopID,Routes,Direction,Notes,Elected Official,WO #,Wireless Communication,Release Date,RTPI Complete,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac,Location
Brooklyn,3,307,38,51,26,10,50 ST & 5 AV,SE,306581,B11,EB,,Menchaca (Bk),E017,AT&T,09/17/2019,09/18/2020,40.644861,-74.010021,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.010021 40.644861)
Queens,4,403,21,35,13,14,"103 ST & 37 AV
(NE Corner)
550928",,550928,Q23,Northbound,North to East Elmhurst,Moya (Qn),E293,AT&T,06/20/2018,10/26/2018,40.75342,-73.864397,North Corona,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.864397 40.75342)
Brooklyn,3,315,48,45,23,8,"E 16 ST & 
SHEEPSHEAD BAY RD
(NW Corner)
300363",,300363,"B4, B49, B49 LTD",Southbound,"Transfer from Sheepshead Bay B, Q station south toward Manhattan Beach and Kingsborough CC",Savino (K),E215,AT&T,,,40.587307,-73.953339,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,AE,,1,POINT (-73.953339 40.587307)
Queens,4,414,31,23,10,5,SEAGIRT BL & BEACH 17 ST,NW,552434,"Q113 LTD, Q114 LTD",SB,,Richards (Qn),E161,AT&T,12/07/2020,04/21/2021,40.595319,-73.751469,Far Rockaway-Bayswater,AE,,1,POINT (-73.751469 40.595319)
Manhattan,1,108,5,76,28,12,YORK AV/E 82 ST  402338,,402338,M31,Northbound,North on York Av,Kallos (M),E188,AT&T,,,40.773596,-73.948771,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.948771 40.773596)
Staten Island,5,502,50,64,24,11,"HYLAN BL 
& BEACH AV
(NE Corner)
202567",,202567,S78,Northbound,St George,Oddo (SI),E421,AT&T,11/15/2018,04/11/2019,40.567914,-74.112151,New Dorp-Midland Beach,X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-74.112151 40.567914)
Bronx,2,204,14,77,32,15,"G CONCOURSE 
& E 170 ST
(NE Corner)
103969",,103969,"BX1 (LTD), BX2",Northbound,"Transfer from 170 St B, D Subway, north on the Grand Concourse.",Cabrera (X),E36,NYCWiN,,,40.838994,-73.913297,Mount Eden-Claremont (West),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.913297 40.838994)
Manhattan,1,105,3,75,28,12,W 42 ST & 7 AV,NW,403259,M42,SB,,Johnson (Mn),E013,AT&T,09/17/2019,04/22/2020,40.756311,-73.987399,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.987399 40.756311)
Bronx,2,207,11,80,33,15,BAINBRIDGE AV & E 206 ST,SE,103426,"Bx28, Bx38",NB,,Cohen (Bx),E128,AT&T,06/08/2020,03/23/2021,40.874875,-73.8794,Norwood,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.8794 40.874875)
Staten Island,5,502,50,63,24,11,"TARGEE ST 
& CLOVE RD
201609",,201609,"S76, S74",Northbound,--,Matteo (SI),E96,NYCWiN,,,40.607445,-74.089593,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.089593 40.607445)
Brooklyn,3,311,38,49,17,11,18 AV/64 ST                                 300899,,300899,B8,Southbound / Westbound,Transfer from 18 Av N train south on 18th Av to Bath Beach and west toward Dyker Beach Park and Bay Ridge,Treyger (K),E143,NYCWiN,,,40.619513,-73.989907,Bensonhurst,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.989907 40.619513)
Manhattan,1,106,4,73,28,12,"E 57 ST &
LEXINGTON AV 
(SE Corner)
402214",,402214,"M31, M57",Northbound,"East on 57th Street for M57, and north on York Avenue for M31",Garodnick (M),E63,NYCWiN,,,40.760727,-73.968725,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.968725 40.760727)
Manhattan,1,108,4,73,28,12,"E 72 ST &
LEXINGTON AV
402301",,402301,M72,Westbound,West on 72nd Street & across the park to west side,Garodnick (M),E122,NYCWiN,,,40.770658,-73.962551,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.962551 40.770658)
Staten Island,5,502,50,64,24,11,"NEW DORP LA 
& HYLAN BL
(NE Corner)
202388",,202388,S76,Northbound,St George,Oddo (SI),E347,AT&T,09/20/2018,04/11/2019,40.570412,-74.109522,New Dorp-Midland Beach,X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-74.109522 40.570412)
Queens,4,401,22,36,59,14,"TOMPKINS AV 
& TOWNSEND AV 201059",,552115,"S78, S52",Northbound,--,Oddo (SI),E115,AT&T,,,40.772386,-73.926434,Old Astoria-Hallets Point,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.926434 40.772386)
Brooklyn,3,312,44,48,22,9,"BAY PKY & MCDONALD AV
(NW Corner)
300653",,300653,"B6 LTD, B6",Westbound,Transfer from Bay Pkwy F. Southwest to Bath Beach,Yeger (Bk),E328,AT&T,08/14/2018,11/27/2018,40.620765,-73.97541,Mapleton-Midwood (West),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.97541 40.620765)
Queens,4,401,22,36,59,14,"21 ST & BROADWAY
(NE Corner)
553040",,553040,"Q100 LTD, Q69",Northbound,"Transfer from Q104 bus on Broadway, north on 21st St toward Riker's Island and Jackson Heights",Constantinides (Q),E15,NYCWiN,,,40.765445,-73.931388,Old Astoria-Hallets Point,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,POINT (-73.931388 40.765445)
Brooklyn,3,306,39,52,26,10,5 AV & UNION ST,NE,308209,B63,NB,,Lander (Bk),E081,AT&T,01/27/2020,08/14/2020,40.676682,-73.98019,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.98019 40.676682)
Queens,4,410,32,23,15,5,"E 55 ST & 1 AV
(NE Corner)
402221",,550424,M57,Westbound,West on 57th to west side & north on 11th Av to 72nd St,Kallos (M),E154,AT&T,,,40.67075,-73.842631,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-73.842631 40.67075)
Staten Island,5,501,49,61,23,11,"RICHMOND TER & HARBOR RD
(SE Corner) 
200011",,200011,"S90 LTD, S40",Eastbound,St George,Oddo (SI),E405,AT&T,11/02/2018,01/22/2019,40.63699,-74.159932,Mariner's Harbor-Arlington-Graniteville,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,POINT (-74.159932 40.63699)
Brooklyn,3,306,39,44,26,10,9 ST & 5 AV,NE,306021,B61,NB,,Lander (Bk),E076,AT&T,01/23/2020,08/14/2020,40.669432,-73.986637,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.986637 40.669432)
Manhattan,1,107,6,69,47,12,"AMSTERDAM AV 
& W 93 ST
(NE Corner)
401030",,401030,"M11, M7",Northbound,North on Amsterdam Av to Harlem,Rosenthal (Mn),E300,AT&T,06/20/2018,10/31/2018,40.792344,-73.97148,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.97148 40.792344)
Staten Island,5,501,49,61,23,11,"RICHMOND TER & WESTERVELT AV
(NW Corner) 
200054",,200054,"S44, S40",Westbound,Staten Island Mall,Oddo (SI),E357,AT&T,09/21/2018,03/06/2019,40.647418,-74.087873,St. George-New Brighton,X,AREA OF MINIMAL FLOOD HAZARD,2,POINT (-74.087873 40.647418)
Manhattan,1,106,4,73,28,12,"3 AV & E 50 ST
(SE Corner)
402682",,402682,"M101 (LTD), M102, M103",Northbound,North on 3rd Avenue toward northern Manhattan,Garodnick (M),E8,NYCWiN,,,40.755505,-73.970922,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.970922 40.755505)
Manhattan,1,105,4,75,28,12,"W 49 ST & 7 AV
404035",,404035,M50,Westbound,--,Garodnick (M),E125,NYCWiN,,,40.760705,-73.98407,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.98407 40.760705)
Staten Island,5,502,50,64,23,11,"HYLAN BL & W FINGERBOARD RD                       
(SW Corner)
203095",,203095,"S78, S53",Southbound,--,Matteo (SI),E106,NYCWiN,,,40.598531,-74.072639,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.072639 40.598531)
Staten Island,5,501,49,61,23,11,"RICHMOND TER &
JERSEY ST
(NW Corner)
200055",,200055,"S90 LTD, S44, S40",Westbound,West on Richmond Terrace to New York Container Terminal or Staten Island Mall,Rose (SI),E112,AT&T,,,40.646592,-74.089208,St. George-New Brighton,X,AREA OF MINIMAL FLOOD HAZARD,1,POINT (-74.089208 40.646592)
Staten Island,5,501,49,61,23,11,"LAFAYETTE AV 
& HENDERSON AV
200881",,200881,"S94 LTD, S44",Westbound,--,Rose (SI),E109,NYCWiN,,,40.641114,-74.094946,St. George-New Brighton,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.094946 40.641114)
Staten Island,5,501,49,63,23,11,"CASTLETON AV & 
N BURGHER AV
(SW Corner)
200267",,200267,S46,Eastbound,St George,Oddo (SI),E410,AT&T,11/05/2018,04/30/2019,40.634709,-74.114634,West New Brighton-Silver Lake-Grymes Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.114634 40.634709)
Queens,4,401,22,36,12,14,STEINWAY ST & 25 AV,SW,552053,Q101,SB,,Constantinedes (Qn),E109,AT&T,03/07/2020,04/19/2021,40.767895,-73.911871,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.911871 40.767895)
Staten Island,5,503,51,62,24,11,"RICHMOND AV 
& HYLAN BL 
(NW Corner)
200371",,200371,"S59, S79, 
X DOO",Southbound,combine X buses as drop-off only,Oddo (SI),E104,NYCWiN,,,40.53454,-74.154361,Great Kills-Eltingville,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-74.154361 40.53454)
Brooklyn,3,307,38,51,17,10,60 ST & 5 AV,SE,300927,B9,EB,,Menchaca (Bk),E019,AT&T,09/17/2019,04/07/2020,40.639261,-74.015951,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.015951 40.639261)
Queens,4,413,31,29,14,5,MERRICK BL & 226 ST,NW,500581,Q5,WB,,Richards (Qn),E178,AT&T,01/11/2021,06/02/2021,40.677514,-73.744248,Laurelton,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.744248 40.677514)
Manhattan,1,112,10,72,31,13,BROADWAY & DYCKMAN ST,NE,402549,Bx7,NB,,Rodriguez (Mn),E132,AT&T,06/15/2020,01/21/2021,40.865578,-73.926845,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-73.926845 40.865578)
Brooklyn,3,310,43,46,26,11,"86 ST & 5 AV
(SE Corner)
301615",,301615,"B16, B1",Eastbound / Northbound,"East on 86th St and south to Brighton Beach and Kingsboro CC, or north to Prospect Park",Adams (K),E93,NYCWiN,,,40.621293,-74.026112,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.026112 40.621293)
Staten Island,5,502,50,63,24,11,"CLOVE RD & 
NECKAR AV
(SE Corner)
203502",,203502,S53,Eastbound,Bay Ridge,Oddo (SI),E417,AT&T,11/08/2018,04/30/2019,40.605776,-74.086303,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.086303 40.605776)
Queens,4,409,32,38,15,7,JAMAICA AV & WOODHAVEN BL,NE,503434,Q56,WB,,Ulrich (Qn),E145,AT&T,09/10/2020,06/29/2021,40.693813,-73.851904,Woodhaven,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.851904 40.693813)
Brooklyn,3,306,38,51,26,10,VAN BRUNT ST & PIONEER ST,NE,305098,B61,EB,,Menchaca (Bk),E028,AT&T,10/08/2019,02/24/2020,40.679115,-74.010729,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,AE,,1,POINT (-74.010729 40.679115)
Queens,4,414,32,23,10,5,MADISON ST/MONTGOMERY ST                               402106,,550741,M22,Westbound,Near Vladeck Houses. West to Battery Park City,Chin (M),E150,NYCWiN,,,40.569271,-73.863805,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,X,AREA OF MINIMAL FLOOD HAZARD,1,POINT (-73.863805 40.569271)
Staten Island,5,501,49,63,24,11,"CLOVE RD & SCHOHARIE ST
(SW Corner)
200612",,200612,"S66, S53",Eastbound,St George,Oddo (SI),E415,AT&T,11/08/2018,04/30/2019,40.614308,-74.101888,Westerleigh-Castleton Corners,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.101888 40.614308)
Queens,4,401,22,36,12,14,30 AV & STEINWAY ST                     550532,,550532,Q18,Eastbound,"Transfer from Steinway St Q101 bus, east toward Boulevard Gardens Apts and south toward Maspeth",Constantinides (Q),E32,NYCWiN,,,40.763947,-73.915187,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.915187 40.763947)
Staten Island,5,502,50,64,23,11,"HYLAN BL & STEUBEN ST
(NE Corner)
200698",,200698,"S53, S78",Westbound / Southbound,Northwest to Port Richmond or south to Bricktown Mall,Oddo (SI),E42,NYCWiN,,,40.598576,-74.078051,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.078051 40.598576)
Manhattan,1,108,4,73,28,12,"MADISON AV 
& E 79 ST                                         400033",,400033,"M4 LTD, M4, M3, M2 LTD",Northbound,--,Garodnick (M),E190,AT&T,,,40.777452,-73.961191,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.961191 40.777452)
Staten Island,5,501,49,63,23,11,"BAY ST & 
HYLAN BL
(SE Corner)
200140",,200140,S51,Northbound,North on Bay St to St. George,Rose (SI),E52,NYCWiN,,,40.613999,-74.065902,Rosebank-Shore Acres-Park Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.065902 40.613999)
Brooklyn,3,301,34,53,18,7,GRAND ST & BUSHWICK AV,SE,308503,"Q54, Q59",EB,,Reynoso (Bk),E045,AT&T,11/08/2019,02/24/2022,40.712062,-73.940017,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.940017 40.712062)
Staten Island,5,501,49,61,23,11,"RICHMOND TER & WESTERVELT AV
(SE Corner)
200042",,200042,"S44, S40",Eastbound,St George,Oddo (SI),E386,AT&T,10/05/2018,12/20/2018,40.647757,-74.086966,St. George-New Brighton,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.086966 40.647757)
Queens,4,401,22,34,11,14,HAZEN ST & 77 ST,SE,982050,Q100,NB,,Constantinedes (Qn),E116,AT&T,03/07/2020,01/28/2021,40.77366,-73.893013,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-73.893013 40.77366)
Brooklyn,3,313,47,46,23,8,"W 37 ST &
MERMAID AV
(NE Corner)
302786",,302786,"B74, B36",Northbound / Eastbound,"East on Mermaid Av to Coney-Island Stillwell Av D, F, N, Q trains, or east on Surf Av and north to Sheepshead Bay",Treyger (K),E162,NYCWIN & CSF,,,40.574968,-74.002804,Coney Island-Sea Gate,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,POINT (-74.002804 40.574968)
Queens,4,413,31,29,14,5,SPRINGFIELD BL & 141 AV,NE,500690,"Q77, Q85",WB,,Richards (Qn),E171,AT&T,12/30/2020,05/20/2021,40.671935,-73.756343,Laurelton,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-73.756343 40.671935)
Manhattan,1,108,4,73,28,12,E 67 ST & LEXINGTON AV 403506,,403506,M66,Westbound,"West on 67th Street, and across the park",Garodnick (M),E191,NYCWiN,,,40.767437,-73.964888,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.964888 40.767437)
Queens,4,404,21,35,13,14,"99 ST & 60 AV
(NE Corner)
551319",,551319,"QM11, QM11, QM10, QM10",Westbound,"West to Woodhaven Blvd E, M, R trains, and Fresh Pond. Express buses to Midtown",Moya (Qn),E292,AT&T,06/20/2018,11/01/2018,40.736544,-73.859004,Corona,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.859004 40.736544)
Manhattan,1,208,10,72,31,13,BROADWAY & W 228 ST,NW,100484,"Bx7, Bx9, Bx20",SB,,Rodriguez (Mn),E138,AT&T,08/27/2020,06/21/2021,40.875752,-73.90825,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-73.90825 40.875752)
Queens,4,404,25,30,12,6,GRAND AV &QUEENS BL(SE Corner)                                         502992,,502992,"Q59, Q58 LTD, Q58",Eastbound,"Transfer from Grand Av M, R and Queens Blvd buses. North to DT Flushing",Katz (Qn),E257,AT&T,04/11/2018,08/20/2018,40.736494,-73.877838,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.877838 40.736494)
Queens,4,401,22,36,12,14,STEINWAY ST & 30 AV,SW,552049,Q101,SB,,Constantinedes (Qn),E119,AT&T,03/07/2020,03/26/2021,40.763822,-73.915208,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.915208 40.763822)
Manhattan,1,108,5,76,28,12,"YORK AV 
& E 84 ST
(SW Corner)
402346",,402346,M31,Southbound,"South on York Av & west on 
57th St",Kallos (M),E76,NYCWiN,,,40.774314,-73.948386,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.948386 40.774314)
Brooklyn,3,307,38,51,26,10,39 ST & 4 AV,SE,302680,"B35, B70",SB,,Menchaca (Bk),E030,AT&T,10/08/2019,02/18/2020,40.652335,-74.005795,Sunset Park (West),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.005795 40.652335)
Manhattan,1,106,4,74,59,12,AV C & E 16 ST                                                  402042,,402042,M9,Northbound,-,Garodnick (M),E237,AT&T,,,40.729699,-73.974715,Stuyvesant Town-Peter Cooper Village,AE,,1,POINT (-73.974715 40.729699)
Bronx,2,207,14,78,31,13,W KINGSBRIDGE RD & SEDGWICK AV,SW,103714,"Bx3, Bx9",SB,,Cabrera (Bx),E189,AT&T,05/13/2021,02/24/2022,40.869439,-73.90377,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.90377 40.869439)
Staten Island,5,503,51,62,24,11,HYLAN BL &WINCHESTER AV(NE Corner)              200479,,200479,"S54, S78, S79 SBS",Northbound,"North toward St. George, Richmond Terrace, or Bay Ridge",Borelli (SI),E16,NYCWiN,,,40.5356,-74.152275,Great Kills-Eltingville,X,AREA OF MINIMAL FLOOD HAZARD,3,POINT (-74.152275 40.5356)
Queens,4,414,31,23,10,5,SEAGIRT BL & CREST RD,SE,550818,"Q22, QM17",EB,,Richards (Qn),E175,AT&T,01/11/2021,06/11/2021,40.595047,-73.755819,Far Rockaway-Bayswater,AE,,1,POINT (-73.755819 40.595047)
Staten Island,5,501,49,61,23,11,"FOREST AV & WILLOWBROOK RD
201563",,201563,"X30, S59, S48",Westbound,Move one of the routes to other pole.,Savino (SI),E113,NYCWiN,,,40.62506,-74.144481,Port Richmond,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.144481 40.62506)
Manhattan,1,108,5,76,28,12,"1 AV & E 72 ST
(NE Corner)
401709",,401709,M15,Northbound,North on 1st Avenue toward East Harlem,Kallos (M),E56,NYCWiN,,,40.768087,-73.955742,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.955742 40.768087)
Brooklyn,3,307,38,51,26,10,37 ST & 4 AV,SW,307709,B70,SB,,Menchaca (Bk),E029,AT&T,10/08/2019,03/06/2020,40.653814,-74.00524,Sunset Park (West),X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-74.00524 40.653814)
Staten Island,5,501,49,61,24,11,"MANOR RD & FOREST AV
(SW Corner)
203049",,203049,S54,Southbound,Eltingville,Oddo (SI),E395,AT&T,10/16/2018,01/09/2019,40.626832,-74.125208,Westerleigh-Castleton Corners,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.125208 40.626832)
Manhattan,1,108,4,73,28,12,"3 AV & E 60 ST
(NE Corner)
403545",,403545,"M101 (LTD), M102, M103",Northbound,"Transfer from Lexington Av / 59th St N, Q, R subway, headed north on 3rd Ave to northern Manhattan",Garodnick (M),E7,NYCWiN,,,40.762558,-73.965738,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.965738 40.762558)
Staten Island,5,502,50,64,23,11,"MC CLEAN AV
 & LILY POND AV
(NW Corner)
200201",,200201,S53,Westbound,Port Richmond,Oddo (SI),E352,AT&T,09/20/2018,12/24/2018,40.598841,-74.06422,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.06422 40.598841)
Manhattan,1,103,1,65,27,10,"MADISON ST &
RUTGERS ST
(SE Corner)
402092",,402092,M22,Eastbound,East to Vladeck Houses/FDR,Chin (M),E160,AT&T,,,40.712601,-73.989561,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,3,POINT (-73.989561 40.712601)
Manhattan,1,107,6,67,47,12,"BROADWAY 
& W 86 ST
(NE Corner)
403109",,403109,M104,Northbound,Transfer from 86 St 1 train. North on Broadway to Harlem,Rosenthal (Mn),E296,AT&T,06/21/2018,11/05/2018,40.788533,-73.976086,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.976086 40.788533)
Queens,4,411,23,25,11,6,SPRINGFIELD BL &H. HARDING EXP       (NE Corner)        501665,,501665,"Q27, Q27 LTD, Q30",Northbound,North on Springfield Blvd and west through Auburndale to Downtown Flushing,Grodenchik (Q),E91,NYCWiN,,,40.748911,-73.756702,Oakland Gardens-Hollis Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.756702 40.748911)
Manhattan,1,102,3,66,27,10,W 10 ST & 7 AV S,SW,401532,M8LTD,EB,,Johnson (Mn),E010,AT&T,08/29/2019,03/16/2020,40.734228,-74.002587,West Village,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-74.002587 40.734228)
Queens,4,412,27,33,14,5,LINDEN BL & FRANCIS LEWIS BL,NW,500410,"Q4, X64",WB,,Miller (Qn),E056,AT&T,12/06/2019,08/06/2020,40.696066,-73.746528,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.746528 40.696066)
Staten Island,5,502,50,64,23,11,"HYLAN BL & 
CLOVE RD
(NE Corner)
200700",,200700,"S53, S78, S79 SBS, X-bus DOO",Southbound or Westbound,In front of Dialysis Center & NYC TLC Office. South to Staten Island Mall & Bricktown Mall or northwest to Port Richmond,Matteo (SI),E62,NYCWiN,,,40.598662,-74.081064,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.081064 40.598662)
Manhattan,1,108,4,73,28,12,"2 AV & E 61 ST
401764",,401764,M15,Southbound,"Transfer from Roosevelt Island Tram, south on 2nd Av to SI Ferry",Garodnick (M),E126,NYCWiN,,,40.761523,-73.963754,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.963754 40.761523)
Manhattan,1,108,5,76,28,12,YORK AV/E 66 ST              402331,,402331,M31,Northbound,-,Kallos (M),E223,AT&T,,,40.763333,-73.95624,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-73.95624 40.763333)
Bronx,2,206,15,78,33,15,E FORDHAM RD & 3 AV,SE,104102,"Bx9, Bx22",SB,,Torres (Bx),E050,AT&T,11/21/2019,08/10/2020,40.860827,-73.889882,Belmont,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.889882 40.860827)
Staten Island,5,501,49,63,23,11,"TOMPKINS AV &
BROAD ST
(SE Corner)
201062",,201062,"S78, S52",Northbound,North to St. George. Near Stapleton Playground,Rose (SI),E54,NYCWiN,,,40.624503,-74.079461,Tompkinsville-Stapleton-Clifton-Fox Hills,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-74.079461 40.624503)
Bronx,2,207,11,78,33,13,GRAND CONCOURSE & BEDFORD PK BL,SW,100098,"Bx1, Bx2, BxM4",SB,,Cohen (Bx),E129,AT&T,06/08/2020,03/18/2021,40.872033,-73.888206,Bedford Park,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.888206 40.872033)
Brooklyn,3,306,39,44,26,10,"5 AV & 9 ST
305423",,305423,B63,Southbound,"Transfer from 4 Av-9 St F, G, R subway station south through Sunset Park into Bay Ridge",Lander (K),E176,AT&T,,,40.66891,-73.986637,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.986637 40.66891)
Brooklyn,3,312,39,44,20,9,MCDONALD AV & ALBEMARLE RD,NE,306551,"B67, B69",NB,,Lander (Bk),E074,AT&T,02/04/2020,07/08/2020,40.645476,-73.979895,Kensington,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.979895 40.645476)
Staten Island,5,501,49,61,23,11,"CASTLETON AV & 
PT RICHMOND AV
200317",,200317,"S96 LTD, S46",Westbound,--,Oddo (SI),E110,AT&T,,,40.636099,-74.134826,Port Richmond,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.134826 40.636099)
Staten Island,5,502,50,64,24,11,"HYLAN BL & NEW DORP LA
(NE Corner)
201022",,201022,"S78, S79 SBS",Northbound,North to St. George or east to Bay Ridge 86th St Station,Oddo (SI),E49,NYCWiN,,,40.570901,-74.109122,New Dorp-Midland Beach,X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-74.109122 40.570901)
Manhattan,1,108,4,68,28,12,E 96 ST & LEXINGTON AV 401941,,401941,M96,Eastbound,--,Garodnick (M),E196,AT&T,,,40.785852,-73.951207,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.951207 40.785852)
Bronx,2,206,15,86,32,15,"3 AV & 
E TREMONT AV
(NW Corner)
103899",,103899,"BX15 LTD, BX15",Southbound,"Transfer from Bx40, Bx42. South on 3rd Av to Harlem 125th St",Torres (Bx),E336,AT&T,08/30/2018,12/05/2018,40.846781,-73.896223,Tremont,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.896223 40.846781)
Bronx,2,208,11,81,31,13,W 231 ST & BROADWAY                         100065,,100065,"BX7,  BX10, BX20",Westbound,Transfers to/from the 1 train at 231st St. Adjacent to Bx1 stop,Cohen (X),E118,AT&T,,,40.879254,-73.9054,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-73.9054 40.879254)
Manhattan,1,105,4,75,28,12,"7 AV & W 58 ST
(SW Corner)
400948",,400948,M20,Southbound,South Ferry,Garodnick (M),E423,AT&T,,,40.766137,-73.979694,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.979694 40.766137)
Brooklyn,3,306,38,51,26,10,CLINTON ST & LORRAINE ST,NE,801155,"B57, B61",NB,,Menchaca (Bk),E027,AT&T,10/04/2019,03/20/2020,40.674045,-74.002126,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,AE,,2,POINT (-74.002126 40.674045)
